Reaction ID,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details)
3631693,1,71,full reaction; has preparation,"1-oximino-3-phenyl-2,3-dihydro-1H-pyrrolizine","4-phenyl-1,2,3,4-tetrahydropyrrolo<1,2-a>pyrazin-1-one",124922,ON=C1CC(N2C=CC=C12)C1=CC=CC=C1>>O=C1NCC(N2C=CC=C12)C1=CC=CC=C1,Preparation,,,,1,,,,,0.25,90,,,,,,,,,,,"4-phenyl-1,2,3,4-tetrahydropyrrolo<1,2-a>pyrazin-1-one",63 percent,63,,,PPA,,
3691955,1,71,full reaction; has preparation,"2,2,8-Trimethyl-7-propoxy-chroman-4-one oxime","2,2,9-Trimethyl-8-propoxy-3,4-dihydro-2H-benzo[f][1,4]oxazepin-5-one",124922,CCCOC1=CC=C2C(CC(C)(C)OC2=C1C)=NO>>CCCOC1=CC=C2C(OC(C)(C)CNC2=O)=C1C,Preparation,,,,1,,,,,2,50,,,,,,,,,,,"2,2,9-Trimethyl-8-propoxy-3,4-dihydro-2H-benzo[f][1,4]oxazepin-5-one",55 percent,55,,,PPA,,
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,0.25,25,,,,,,,,,,Yields of byproduct given,benzonitrile,53 percent,53,,,phosphorous triiodide; triethylamine,,dichloromethane
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,24,60,,,Green chemistry,,,,,Experimental part,,,benzaldehyde; benzonitrile,42 percent; 34 percent,42; 34,,,ferrous(II) sulfate heptahydrate; benzyl seleninic acid,,ethyl acetate
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,20,100,,,Sealed tube,,,,,,scheme or table,,,,,,,silver tetrafluoroborate,,chloroform
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,20,100,,,neat (no solvent),,,,,,experimental part,,,,,,,tetrafluoroboric acid,,
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,1,80,,,,,,,,,experimental part,,,,,,,1-[(4-chlorosulfonyl)butyl]-3-methylimidazolium chlorosulfate,,toluene
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,24,65,,,,,,Reagent/catalyst; Concentration,,Experimental part,supporting information,,benzaldehyde; benzonitrile,7 percentChromat.; 82 percentChromat.,,,,dicyclohexyl diselenide; dihydrogen peroxide,,acetonitrile
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Chemical behaviour,,,,1,,,,,24,60,,,,,Catalytic behavior,Solvent; Temperature,,Scheme or table,,Overall yield = 95 %Chromat.,,,,,,dibenzyl diselenide; dihydrogen peroxide,,Petroleum ether
3796012,8,71,full reaction; has preparation,Benzaldoxime,benzaldehyde; benzonitrile,251645; 141912,ON=CC1=CC=CC=C1>>[H]C(=O)C1=CC=CC=C1.N#CC1=CC=CC=C1,Preparation,,,,1,,,,,36,20,,,Inert atmosphere,,,Reagent/catalyst,,Experimental part,supporting information,,benzaldehyde; benzonitrile,10 percentChromat.; 87 percentChromat.,,,,iron(III) sulfate,,water; acetonitrile
3825512,1,71,full reaction; has preparation,phenyl(thiophen-2-yl)methanone oxime,N-phenyl-2-thiophenecarboxamide; N-phenylthiophene-2-carbothioamide,198737; 198748,ON=C(C1=CC=CS1)C1=CC=CC=C1>>O=C(NC1=CC=CC=C1)C1=CC=CS1.S=C(NC1=CC=CC=C1)C1=CC=CS1,Preparation,,,,1,,,,,5,80,,,,,,,,,,,N-phenyl-2-thiophenecarboxamide; N-phenylthiophene-2-carbothioamide,49 percent; 33 percent,49; 33,,,Lawessons reagent,,benzene
3996620,1,71,full reaction; has preparation,"(E)-2-methyl-4,4-diphenyl-2-vinylbut-3-enal oxime","2-Methyl-4,4-diphenyl-2-vinyl-3-butenonitrile",141922,CC(C=C)(\C=N\O)C=C(C1=CC=CC=C1)C1=CC=CC=C1>>CC(C=C)(C=C(C1=CC=CC=C1)C1=CC=CC=C1)C#N,Preparation,,,,1,,,,,0.333333,,,,Heating,,,,,,,,"2-Methyl-4,4-diphenyl-2-vinyl-3-butenonitrile",78 percent,78,,,acetic anhydride,,
4020571,1,71,full reaction; has preparation,"1-hydroxyimino-10,13-dimethyl-4,5-benzotrideca-2,10,12-triene-6,8-diyne","11,14-dimethyl-5,6-benzazacyclotetradeca-3,5,11,13-tetraene-7,9-diyn-2-one",124922,C\C1=C\C=C(/C)\C(\C=C\C2=C(C=CC=C2)C#CC#C1)=N\O>>C\C1=C/C=C(C)\C#CC#CC2=C(C=CC=C2)\C=C\C(=O)N1,Preparation,,,,1,,,,,5,,,,Ambient temperature,,,,,,,,"11,14-dimethyl-5,6-benzazacyclotetradeca-3,5,11,13-tetraene-7,9-diyn-2-one",39.8 percent,39.8,,,phosphorus pentachloride,,tetrahydrofuran
4203881,1,71,full reaction; has preparation,"octanaldehyde O-3,5-bis(mesyloxy)phenyl oxime",caprylnitrile,141923,CCCCCCCC=NOC1=CC(OS(C)(=O)=O)=CC(OS(C)(=O)=O)=C1>>CCCCCCCC#N,Preparation,,,,1,,,,,,,,,"1.) 60 deg C, 90 min, 2.) reflux, 1 h",,,,,,,,caprylnitrile,80 percent,80,,,formic acid; phosphoric acid,,
4581927,1,71,full reaction; has preparation,"2-Oxo-8,9,10-trinorbornan-7-syn-carbonsaeure-methylester","(1R,5R,8R)-3-Oxo-2-aza-bicyclo[3.2.1]octane-8-carboxylic acid methyl ester",129013,[H][C@@]12CC[C@@]([H])([C@@H]1C(=O)OC)C(=O)C2>>[H][C@@]12CC[C@@]([H])(NC(=O)C1)[C@@H]2C(=O)OC,Preparation,,,,1,,,,,2,,,,Heating,,,,,,,,"(1R,5R,8R)-3-Oxo-2-aza-bicyclo[3.2.1]octane-8-carboxylic acid methyl ester",29 percent,29,,,hydroxylamine-O-sulfonic acid,,acetic acid
4584591,1,71,full reaction; has preparation,"(1S,4S,7R)-7-Methoxy-bicyclo[2.2.1]heptan-2-one","(1S,5S,8R)-8-Methoxy-2-aza-bicyclo[3.2.1]octan-3-one",129013,[H][C@@]12CC[C@@]([H])([C@@H]1OC)C(=O)C2>>[H][C@]12CC[C@]([H])(NC(=O)C1)[C@@H]2OC,Preparation,,,,1,,,,,1,,,,Heating,,,,,,,,"(1S,5S,8R)-8-Methoxy-2-aza-bicyclo[3.2.1]octan-3-one",27 percent,27,,,hydroxylamine-O-sulfonic acid,,acetic acid
4598990,1,71,full reaction; has preparation,"Toluene-4-sulfonic acid (1S,4S,7R)-2-oxo-bicyclo[2.2.1]hept-7-yl ester","Toluene-4-sulfonic acid (1S,5S,8R)-3-oxo-2-aza-bicyclo[3.2.1]oct-8-yl ester",129013,[H][C@@]12CC[C@@]([H])([C@@H]1OS(=O)(=O)C1=CC=C(C)C=C1)C(=O)C2>>[H][C@]12CC[C@]([H])(NC(=O)C1)[C@@H]2OS(=O)(=O)C1=CC=C(C)C=C1,Preparation,,,,1,,,,,1,,,,Heating,,,,,,,,"Toluene-4-sulfonic acid (1S,5S,8R)-3-oxo-2-aza-bicyclo[3.2.1]oct-8-yl ester",27 percent,27,,,O-tosylhydroxylamine,,acetic acid
4783306,1,71,full reaction; has preparation,tert-butyl N-({[(tert-butoxy)carbonyl]amino}methanethioyl)carbamate; methyl 3-amino-5-[(N-hydroxylimino)methyl]benzoate,methyl 3-amino-5-cyanobenzoate; methyl 3-({[(tert-butoxycarbonyl)amino][(tert-butoxycarbonyl)imino]methyl}amino)-5-[(N-hydroxyimino)methyl]benzoate,141910; 279436,CC(C)(C)OC(=O)NC(=S)NC(=O)OC(C)(C)C.COC(=O)C1=CC(N)=CC(C=NO)=C1.COC(=O)C1=CC(N)=CC(C=NO)=C1>>COC(=O)C1=CC(N)=CC(=C1)C#N.COC(=O)C1=CC(NC(NC(=O)OC(C)(C)C)=NC(=O)OC(C)(C)C)=CC(C=NO)=C1,Preparation,,,,1,,,,,,,,,"1.) 5 deg C, 0.5 h, 2.) RT, 18 h",,,,,,,,methyl 3-amino-5-cyanobenzoate; methyl 3-({[(tert-butoxycarbonyl)amino][(tert-butoxycarbonyl)imino]methyl}amino)-5-[(N-hydroxyimino)methyl]benzoate,11 percent; 30 percent,11; 30,,,triethylamine; mercury dichloride,,"N,N-dimethyl-formamide"
4793745,1,71,full reaction; has preparation,2-Allyl-2-pentyl-cyclopentanone oxime,6-Allyl-6-pentyl-piperidin-2-one,124922,CCCCCC1(CC=C)CCC\C1=N/O>>CCCCCC1(CC=C)CCCC(=O)N1,Preparation,,,,1,,,,,0.5,,,,Ambient temperature,,,,,,,,6-Allyl-6-pentyl-piperidin-2-one,73 percent,73,,,dmap; p-toluenesulfonyl chloride,,pyridine
5039701,1,71,full reaction; has preparation,2-Pyridin-3-ylmethyl-cycloheptanone oxime,8-Pyridin-3-ylmethyl-azocan-2-one,124922,ON=C1CCCCCC1CC1=CN=CC=C1>>O=C1CCCCCC(CC2=CN=CC=C2)N1,Preparation,,,,1,,,,,0.333333,110 - 120,,,,,,,,,,,8-Pyridin-3-ylmethyl-azocan-2-one,54 percent,54,,,sulfuric acid,,
5230743,1,71,full reaction; has preparation,"2-(4-fluorophenyl)-6,6-dimethyl-4,5,6,7-tetrahydrobenzothiophen-4-one oxime","2-(4-fluorophenyl)-7,7-dimethyl-5,6,7,8-tetrahydrothieno<3,2-c>azepin-4-one",124922,CC1(C)CC2=C(C=C(S2)C2=CC=C(F)C=C2)C(C1)=NO>>CC1(C)CNC(=O)C2=C(C1)SC(=C2)C1=CC=C(F)C=C1,Preparation,,,,1,,,,,3,80 - 100,,,,,,,,,,,"2-(4-fluorophenyl)-7,7-dimethyl-5,6,7,8-tetrahydrothieno<3,2-c>azepin-4-one",60 percent,60,,,phosphorus pentaoxide; phosphoric acid,,
5231016,1,71,full reaction; has preparation,"2-(4-ethoxyphenyl)-6,6-dimethyl-4,5,6,7-tetrahydrobenzothiophen-4-one oxime","2-(4-ethoxyphenyl)-7,7-dimethyl-5,6,7,8-tetrahydrothieno<3,2-c>azepin-4-one",124922,CCOC1=CC=C(C=C1)C1=CC2=C(CC(C)(C)CC2=NO)S1>>CCOC1=CC=C(C=C1)C1=CC2=C(CC(C)(C)CNC2=O)S1,Preparation,,,,1,,,,,3,80 - 100,,,,,,,,,,,"2-(4-ethoxyphenyl)-7,7-dimethyl-5,6,7,8-tetrahydrothieno<3,2-c>azepin-4-one",60 percent,60,,,phosphorus pentaoxide; phosphoric acid,,
5286465,1,71,full reaction; has preparation,8-Acetyl-7-hydroxy-4-methylcoumarin oxime,"8-Acetylamino-7-hydroxy-4-methylcoumarin; 4,9-Dimethylisoxazolo[4,5-h]coumarin",278869; 262560,CC(=NO)C1=C(O)C=CC2=C1OC(=O)C=C2C>>CC(=O)NC1=C2OC(=O)C=C(C)C2=CC=C1O.CC1=NOC2=CC=C3C(C)=CC(=O)OC3=C12,Preparation,,,,1,,,,,1,20 - 80,,,,Rearrangement; Beckmann rearrangement,,,,,,,8-Acetylamino-7-hydroxy-4-methylcoumarin,76 percent,76,,,trichlorophosphate,,
5296028,1,71,full reaction; has preparation,phenyl-(6-phenyl-pyridazin-3-yl)-methanone O-ethyl-oxime,3-Carboxanilide-6-phenylpyridazine,302037,CCO\N=C(\C1=CC=CC=C1)C1=CC=C(N=N1)C1=CC=CC=C1>>O=C(NC1=CC=CC=C1)C1=CC=C(N=N1)C1=CC=CC=C1,Preparation,,,,1,,,,,1,110,,,,Rearrangement; Beckmann rearrangement,,,,,,,3-Carboxanilide-6-phenylpyridazine,68 percent,68,,,PPA,,
5299091,1,71,full reaction; has preparation,"4-hydroxy-3-(1-hydroxyiminoethyl)-1,6-diphenylpyridin-2(1H)-one","3-acetylamino-4-hydroxy-1,6-diphenylpyridin-2(1H)-one",198743,C\C(=N/O)C1=C(O)C=C(N(C2=CC=CC=C2)C1=O)C1=CC=CC=C1>>CC(=O)NC1=C(O)C=C(N(C2=CC=CC=C2)C1=O)C1=CC=CC=C1,Preparation,,,,1,,,,,2,,,,Heating,Beckmann rearrangement,,,,,,,"3-acetylamino-4-hydroxy-1,6-diphenylpyridin-2(1H)-one",73 percent,73,,,"1,2-dichloro-benzene",,
5342359,1,71,full reaction; has preparation,"(E)-2-[(Z)-2-(2,4-Dinitrophenylamino)ethenyl]benzaldoxim","2-[2-(2,4-Dinitrophenylamino)-ethenyl]benzonitril",141910,O\N=C\C1=CC=CC=C1\C=C/NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O>>O=N(=O)C1=CC=C(N\C=C\C2=C(C=CC=C2)C#N)C(=C1)N(=O)=O,Preparation,,,,1,,,,,2.5,,,,Heating,Dehydration; Isomerization,,,,,,,"2-[2-(2,4-Dinitrophenylamino)-ethenyl]benzonitril",66 percent,66,,,triethylamine; trifluoroacetic anhydride,,acetone
8533790,1,71,full reaction; has preparation,"2,4,6-triphenylpyrilium perchlorate","2,4,6-triphenylpyridine; 2,4,6-triphenylpyridine N-oxide; 2-(3,5-diphenyl-4,5-dihydro-isoxazol-5-yl)-1-phenyl-ethanone; 2-anilino-4,6-diphenylpyrylium chloride",122029; 129003; 137823; 137950,[O-][Cl](=O)(=O)=O.C1=CC=C(C=C1)C1=CC(=[O+]C(=C1)C1=CC=CC=C1)C1=CC=CC=C1>>C1=CC=C(C=C1)C1=CC(=NC(=C1)C1=CC=CC=C1)C1=CC=CC=C1.O=N1=C(C=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1.O=C(CC1(CC(=NO1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1.[Cl-].N(C1=CC=CC=C1)C1=CC(=CC(=[O+]1)C1=CC=CC=C1)C1=CC=CC=C1,Preparation,,,,1,,,2.0,,0.25; 0.333333,0,,,,Ring cleavage; Beckmann reaction,,,,,,,"2-(3,5-diphenyl-4,5-dihydro-isoxazol-5-yl)-1-phenyl-ethanone; 2-anilino-4,6-diphenylpyrylium chloride",29 percent; 30 percent,29; 30,,"2,4,6-triphenylpyrilium perchlorate",sodium hydroxide; hydroxylamine hydrochloride; phosphorus pentachloride,,diethyl ether; diethyl ether
8592100,1,71,full reaction; has preparation,C20H19NO2C6H4,"3,3,4-triphenyl-cyclopent-1-enecarbonitrile; 1-(2,2-diphenyl-vinyl)-2-phenyl-cyclopropanecarbonitrile; 5,9-diphenyl-6,7-dihydro-5H-benzocycloheptene-7-carbonitrile",141922; 74552; 74552,CC(=O)O\N=C\C1(CC1C1=CC=CC=C1)C=C(C1=CC=CC=C1)C1=CC=CC=C1>>N#CC1=CC(C(C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.N#CC1(CC1C1=CC=CC=C1)C=C(C1=CC=CC=C1)C1=CC=CC=C1.N#CC1CC(C2=CC=CC=C2)C2=C(C=CC=C2)C(=C1)C1=CC=CC=C1,Preparation,,,,1,,,2.0,,1.5; 10,,,,Photolysis; Heating,Rearrangement; Elimination,,,,,,Further stages.,"3,3,4-triphenyl-cyclopent-1-enecarbonitrile; 1-(2,2-diphenyl-vinyl)-2-phenyl-cyclopropanecarbonitrile; 5,9-diphenyl-6,7-dihydro-5H-benzocycloheptene-7-carbonitrile",25 percent; 22 percent; 20 percent,25; 22; 20,,C20H19NO2C6H4,1-(3-Methoxyphenyl)ethanone,,dichloromethane; toluene
8621012,1,71,full reaction; has preparation,8'-Apo-¦Â-carotene-8'-aldoxime,8'-Apo-¦Â-carotene-8'-nitrile,141922,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)C=NO>>C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)C#N,Preparation,,,,1,,,,,3.16667,20 - 60,,,,Dehydration,,,,,,,,,,,,triethylamine; trifluoroacetic anhydride,,tetrahydrofuran
8645417,1,71,full reaction; has preparation,"4-Methoxy-5-methyl-5H-pyrido[3,2-b]indol-2-carbaldehydoxim","4-Methoxy-5-methyl-5H-pyrido[3,2-b]indol-2-carbonitril",141916,COC1=CC(C=NO)=NC2=C1N(C)C1=C2C=CC=C1>>COC1=CC(=NC2=C1N(C)C1=C2C=CC=C1)C#N,Preparation,,,,1,,,,,5,,,,Heating,Dehydration,,,,,,,"4-Methoxy-5-methyl-5H-pyrido[3,2-b]indol-2-carbonitril",62 percent,62,,,N-trifluoroacetylimidazole,,tetrahydrofuran
8659461,1,71,full reaction; has preparation,"[6-(4-dimethylamino-3-hydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-14-ethyl-12,13-dihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydro-pyran-2-yloxy)-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-7-yloxy]-acetaldehyde oxime","[6-(4-dimethylamino-3-hydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-14-ethyl-12,13-dihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydro-pyran-2-yloxy)-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-7-yloxy]-acetonitrile",141923,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OCC=NO>>CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OCC#N,Preparation,,,,1,,,,,,,,,,Dehydration,,,,,,,"[6-(4-dimethylamino-3-hydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-14-ethyl-12,13-dihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydro-pyran-2-yloxy)-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-7-yloxy]-acetonitrile",50 percent,50,,,copper(l) chloride; diisopropyl-carbodiimide,,tetrahydrofuran
8713758,1,71,full reaction; has preparation,"4-Chlor-[1]benzothieno[3,2-b]pyridin-3-carbaldoxim","4-chloro-[1]benzothieno[3,2-b]pyridine-3-carbonitrile",141920,ON=CC1=C(Cl)C2=C(N=C1)C1=C(S2)C=CC=C1>>ClC1=C(C=NC2=C1SC1=C2C=CC=C1)C#N,Preparation,,,,1,,,,,5,,,,Heating,,,,,,,,"4-chloro-[1]benzothieno[3,2-b]pyridine-3-carbonitrile",62 percent,62,,,N-trifluoroacetylimidazole,,tetrahydrofuran
8844775,1,71,full reaction; has preparation,"(2E,4E,)-5-(2,4-Dinitrophenylamino)-4-methylpenta-2,4-dienal-oxim","(2E,4E)-5-(2,4-Dinitrophenylamino)-4-methylpenta-2,4-diennitril",141922,C\C(=C/NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)\C=C\C=NO>>C\C(=C/NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)\C=C\C#N,Preparation,,,,1,,,,,,,,,Heating,,,,,,,,"(2E,4E)-5-(2,4-Dinitrophenylamino)-4-methylpenta-2,4-diennitril",62 percent,62,,,"1,1'-carbonyldiimidazole",,acetone
8913870,1,71,full reaction; has preparation,"(3E,5EZ)-2-[(Z)-2,4-Dinitrophenylaminomethylen]-5-hydroximino-N-methylpent-3-enamid","(3E)-4-Cyan-2-[(Z)-2,4-dinitrophenylaminomethylen]-N-methylbut-3-enamid",141922,CNC(=O)\C(=C/NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)\C=C\C=NO>>CNC(=O)\C(=C/NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)\C=C\C#N,Preparation,,,,1,,,,,1,,,,Heating,,,,,,,,"(3E)-4-Cyan-2-[(Z)-2,4-dinitrophenylaminomethylen]-N-methylbut-3-enamid",63 percent,63,,,"1,1'-carbonyldiimidazole",,acetone
9078870,2,71,full reaction; has preparation,3-phenylpropanal oxime,dihydrocinnamonitrile,141923,O\N=C/CCC1=CC=CC=C1>>N#CCCC1=CC=CC=C1,Preparation,,,,1,,,,,20,30,,8.0,,,,,,,,,dihydrocinnamonitrile,90 percent,90,,,phenylacetaldoxime dehydratase(Bacillus OxB-1 expres.E.coli),,water
9078870,2,71,full reaction; has preparation,3-phenylpropanal oxime,dihydrocinnamonitrile,141923,O\N=C/CCC1=CC=CC=C1>>N#CCCC1=CC=CC=C1,Chemical behaviour,,,,1,,,,,,,,,,,Enzyme kinetics,,,,,,,,,,,aldoxime dehydratase of Fusarium graminearum MAFF305135,,
9157574,1,71,full reaction; has preparation,"2-methoxy-3,4-dihydro-2H-naphthalen-1-one oxime","3-Methoxy-1,3,4,5-tetrahydro-2Hbenzo[b]azepan-2-one",124904,COC1CCC2=C(C=CC=C2)\C1=N\O>>COC1CCC2=C(NC1=O)C=CC=C2,Preparation,,,,1,,,,,1,80,,,,Beckman rearrangement,,,,,,,"3-Methoxy-1,3,4,5-tetrahydro-2Hbenzo[b]azepan-2-one",45 percent,45,,,PPA,,
9390210,2,71,full reaction; has preparation,(4-methoxyphenyl)phenylmethanone oxime,N-(p-methoxyphenyl)benzamide,278869,COC1=CC=C(C=C1)C(=N\O)\C1=CC=CC=C1>>COC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,Preparation,,,,1,,,,,0.0166667,,,,microwave irradiation,Beckmann rearrangement,,,,,,,N-(p-methoxyphenyl)benzamide,99 percent,99,,,sulfuric acid; 3-butyl-1-methyl-1H-imidazol-3-ium hexafluorophosphate,,
9390210,2,71,full reaction; has preparation,(4-methoxyphenyl)phenylmethanone oxime,N-(p-methoxyphenyl)benzamide,278869,COC1=CC=C(C=C1)C(=N\O)\C1=CC=CC=C1>>COC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,Preparation,,,,1,,,,,0.05,,,,microwave irradiation,Beckmann rearrangement,,,,,,,N-(p-methoxyphenyl)benzamide,86 percent,86,,,cerium(III) chloride; silica gel; sodium iodide,,
9410861,3,71,full reaction; has preparation; has multi-step,1-phenyl-propan-1-one,N-ethylbenzamide; N-(phenyl)-2-methylacetamide,283277; 280368,CCC(=O)C1=CC=CC=C1>>CCNC(=O)C1=CC=CC=C1.CCC(=O)NC1=CC=CC=C1,Preparation,,,,1,,,,,0.133333,,,,microwave irradiation,Beckmann type rearrangement,,,,,,,N-(phenyl)-2-methylacetamide,65 percent,65,,,hydroxylamine hydrochloride; phosphorus pentoxide; silica gel,,
9410861,3,71,full reaction; has preparation; has multi-step,1-phenyl-propan-1-one,N-ethylbenzamide; N-(phenyl)-2-methylacetamide,283277; 280368,CCC(=O)C1=CC=CC=C1>>CCNC(=O)C1=CC=CC=C1.CCC(=O)NC1=CC=CC=C1,Preparation,,,,1,,,,,18,20,,,,,,,,Experimental part,supporting information,Overall yield = 82 percent; Overall yield = 61 mg,,,,,,trifluoroacetic acid; tert-butyl (pyrimidin-2-yloxy)carbamate,,dichloromethane
9627981,1,71,full reaction; has preparation,C28H41NO5,C28H41NO4,,[H]C12C(CCC1(C1CC3C4(C)CCCC(C)(C4CCC23C=C1C(C)C)C(=O)OC)C(=O)OC)=NO>>COC(=O)C1(C)CCCC2(C)C1CCC13CC(CCC#N)(C(CC21)C(=C3)C(C)C)C(=O)OC,Preparation,,,,1,,,,,45,5 - 20,,,,Beckmann rearrangement,,,,,,,C28H41NO4,72 percent,72,,,pyridine; p-toluenesulfonyl chloride,,
9660471,1,71,full reaction; has preparation,<(chlorosulfinyloxy)methylene>dimethylammonium chloride; 6-methyl-4-oxo-4H-chromene-3-carbaldehyde oxime,6-methyl-4-oxo-4H-1-benzopyran-3-carbonitrile,141920,[Cl-].C[N+](C)=COS(Cl)=O.CC1=CC=C2OC=C(\C=N\O)C(=O)C2=C1>>CC1=CC=C2OC=C(C#N)C(=O)C2=C1,Preparation,,,,1,,,,,,0 - 20,,,,,,,,,,,6-methyl-4-oxo-4H-1-benzopyran-3-carbonitrile,77 percent,77,,,,,dichloromethane
9660474,1,71,full reaction; has preparation,"<(chlorosulfinyloxy)methylene>dimethylammonium chloride; 6,7-dimethyl-4-oxo-4H-chromene-3-carbaldehyde oxime","3-cyano-6,7-dimethylchromone",141920,[Cl-].C[N+](C)=COS(Cl)=O.CC1=C(C)C=C2C(OC=C(\C=N\O)C2=O)=C1>>CC1=CC2=C(C=C1C)C(=O)C(=CO2)C#N,Preparation,,,,1,,,,,,0 - 20,,,,,,,,,,,"3-cyano-6,7-dimethylchromone",78 percent,78,,,,,dichloromethane
9660475,1,71,full reaction; has preparation,<(chlorosulfinyloxy)methylene>dimethylammonium chloride; 6-isopropyl-4-oxo-4H-chromene-3-carbaldehyde oxime,6-isopropyl-4-oxo-4H-1-benzopyran-3-carbonitrile,141920,[Cl-].C[N+](C)=COS(Cl)=O.CC(C)C1=CC=C2OC=C(\C=N\O)C(=O)C2=C1>>CC(C)C1=CC=C2OC=C(C#N)C(=O)C2=C1,Preparation,,,,1,,,,,,0 - 20,,,,,,,,,,,6-isopropyl-4-oxo-4H-1-benzopyran-3-carbonitrile,76 percent,76,,,,,dichloromethane
9660477,1,71,full reaction; has preparation,<(chlorosulfinyloxy)methylene>dimethylammonium chloride; 6-chloro-7-methyl-4-oxo-4H-chromene-3-carbaldehyde oxime,6-chloro-7-methyl-4-oxo-4H-1-benzopyran-3-carbonitrile,141920,[Cl-].C[N+](C)=COS(Cl)=O.CC1=C(Cl)C=C2C(OC=C(\C=N\O)C2=O)=C1>>CC1=C(Cl)C=C2C(=O)C(=COC2=C1)C#N,Preparation,,,,1,,,,,,0 - 20,,,,,,,,,,,6-chloro-7-methyl-4-oxo-4H-1-benzopyran-3-carbonitrile,79 percent,79,,,,,dichloromethane
